"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","name"
"GO:0061135","GO:0061135","endopeptidase regulator activity","11/144","187/18369",2.6173587103044e-07,7.14743720459537e-06,5.55990646501129e-06,"6906/718/3697/5176/727/5054/7035/3699/4057/2/256394",11,"Downres_DEq_MS_X3_vs_X3H"
"GO:0061134","GO:0061134","peptidase regulator activity","12/144","230/18369",2.69714611494165e-07,7.14743720459537e-06,5.55990646501129e-06,"2335/6906/718/3697/5176/727/5054/7035/3699/4057/2/256394",12,"Downres_DEq_MS_X3_vs_X3H"
"GO:0043394","GO:0043394","proteoglycan binding","6/144","36/18369",3.35463527370802e-07,8.20595397722423e-06,6.38331408357397e-06,"2335/348/7057/1311/375790/6386",6,"Downres_DEq_MS_X3_vs_X3H"
"GO:0004867","GO:0004867","serine-type endopeptidase inhibitor activity","8/144","92/18369",6.26863303202703e-07,1.38461760048637e-05,1.07707757733961e-05,"6906/3697/5176/5054/7035/3699/2/256394",8,"Downres_DEq_MS_X3_vs_X3H"
"GO:0030021","GO:0030021","extracellular matrix structural constituent conferring compression resistance","5/144","22/18369",6.53121509663383e-07,1.38461760048637e-05,1.07707757733961e-05,"4060/2331/3339/4969/1462",5,"Downres_DEq_MS_X3_vs_X3H"
"GO:0071813","GO:0071813","lipoprotein particle binding","5/144","30/18369",3.36037757379016e-06,6.28588275567807e-05,4.88971349746556e-05,"348/5360/335/3949/7057",5,"Downres_DEq_MS_X3_vs_X3H"
"GO:0071814","GO:0071814","protein-lipid complex binding","5/144","30/18369",3.36037757379016e-06,6.28588275567807e-05,4.88971349746556e-05,"348/5360/335/3949/7057",5,"Downres_DEq_MS_X3_vs_X3H"
"GO:0019838","GO:0019838","growth factor binding","8/144","132/18369",9.53195381544692e-06,0.000168397850739562,0.000130994686937428,"1291/1490/7057/5046/3483/25987/2/6386",8,"Downres_DEq_MS_X3_vs_X3H"
"GO:0120020","GO:0120020","cholesterol transfer activity","4/144","22/18369",2.37403176412046e-05,0.000397337947889636,0.00030908446790488,"348/5360/335/338",4,"Downres_DEq_MS_X3_vs_X3H"
"GO:0004857","GO:0004857","enzyme inhibitor activity","12/144","359/18369",2.65323253837918e-05,0.00042186397360229,0.000328162971852162,"6906/718/3697/5176/727/5054/7035/3699/4057/2/27329/256394",12,"Downres_DEq_MS_X3_vs_X3H"
"GO:0120015","GO:0120015","sterol transfer activity","4/144","23/18369",2.85636913746644e-05,0.000432535897959203,0.000336464534989781,"348/5360/335/338",4,"Downres_DEq_MS_X3_vs_X3H"
"GO:0048018","GO:0048018","receptor ligand activity","14/144","497/18369",3.71621465981861e-05,0.000537161937191963,0.00041785188758726,"55908/9244/7060/727/335/1490/7869/7040/10584/6320/10148/4969/22943/27329",14,"Downres_DEq_MS_X3_vs_X3H"
"GO:0031720","GO:0031720","haptoglobin binding","3/144","10/18369",5.43808046641555e-05,0.000728320866815574,0.000566552147307712,"3043/3046/3040",3,"Downres_DEq_MS_X3_vs_X3H"
"GO:0001540","GO:0001540","amyloid-beta binding","6/144","85/18369",5.49676125898546e-05,0.000728320866815574,0.000566552147307712,"1191/348/335/3949/26232/3339",6,"Downres_DEq_MS_X3_vs_X3H"
"GO:0050840","GO:0050840","extracellular matrix binding","5/144","55/18369",7.00866124155485e-05,0.000891501709925777,0.000693488586006479,"7448/7045/3956/7057/375790",5,"Downres_DEq_MS_X3_vs_X3H"
"GO:0005344","GO:0005344","oxygen carrier activity","3/144","14/18369",0.000161199544223888,0.00197159442550755,0.00153367987419489,"3043/3046/3040",3,"Downres_DEq_MS_X3_vs_X3H"
"GO:0015248","GO:0015248","sterol transporter activity","4/144","36/18369",0.000175560769167331,0.00206771572574857,0.0016084514913966,"348/5360/335/338",4,"Downres_DEq_MS_X3_vs_X3H"
"GO:0008083","GO:0008083","growth factor activity","7/144","160/18369",0.000270167075524192,0.00306832607202476,0.00238681438902952,"7060/1490/7040/6320/4969/22943/27329",7,"Downres_DEq_MS_X3_vs_X3H"
"GO:0030169","GO:0030169","low-density lipoprotein particle binding","3/144","17/18369",0.000295991381207875,0.00324569859393463,0.00252479036601999,"5360/3949/7057",3,"Downres_DEq_MS_X3_vs_X3H"
"GO:0043395","GO:0043395","heparan sulfate proteoglycan binding","3/144","18/18369",0.000353154419908285,0.00374343685102782,0.00291197504134901,"348/1311/375790",3,"Downres_DEq_MS_X3_vs_X3H"
"GO:0005543","GO:0005543","phospholipid binding","12/144","475/18369",0.000369115755736889,0.00378641323626873,0.00294540586071881,"2934/348/5360/335/7094/7057/338/4240/5320/116519/6386/9765",12,"Downres_DEq_MS_X3_vs_X3H"
"GO:0019955","GO:0019955","cytokine binding","6/144","130/18369",0.000561983627798604,0.00558471230124863,0.00434428133331158,"9244/7057/1311/10148/25987/2",6,"Downres_DEq_MS_X3_vs_X3H"
"GO:0120013","GO:0120013","lipid transfer activity","4/144","51/18369",0.000680034883137096,0.00655306341932111,0.0050975501606768,"348/5360/335/338",4,"Downres_DEq_MS_X3_vs_X3H"
"GO:0002020","GO:0002020","protease binding","6/144","138/18369",0.000769415141828936,0.00719629456181182,0.00559791202259443,"2335/3949/5054/1311/2/10079",6,"Downres_DEq_MS_X3_vs_X3H"
"GO:0005540","GO:0005540","hyaluronic acid binding","3/144","24/18369",0.000846310202481909,0.00768933269683563,0.00598144052881951,"57214/3697/1462",3,"Downres_DEq_MS_X3_vs_X3H"
"GO:0043236","GO:0043236","laminin binding","3/144","28/18369",0.00133878388809099,0.0118259243448037,0.00919924601466031,"3956/7057/375790",3,"Downres_DEq_MS_X3_vs_X3H"
"GO:0030246","GO:0030246","carbohydrate binding","8/144","273/18369",0.00141883360622153,0.0121942996426607,0.00948580078128191,"7448/3697/3956/26232/10584/6320/1462/29094",8,"Downres_DEq_MS_X3_vs_X3H"
"GO:0005522","GO:0005522","profilin binding","2/144","10/18369",0.00263541041251764,0.0209515127795153,0.0162979328142539,"7408/55740",2,"Downres_DEq_MS_X3_vs_X3H"
"GO:0032050","GO:0032050","clathrin heavy chain binding","2/144","10/18369",0.00263541041251764,0.0209515127795153,0.0162979328142539,"57214/3949",2,"Downres_DEq_MS_X3_vs_X3H"
"GO:0043121","GO:0043121","neurotrophin binding","2/144","10/18369",0.00263541041251764,0.0209515127795153,0.0162979328142539,"5046/2",2,"Downres_DEq_MS_X3_vs_X3H"
"GO:0019825","GO:0019825","oxygen binding","3/144","39/18369",0.00350727788192206,0.0270517842629325,0.021043261508736,"3043/3046/3040",3,"Downres_DEq_MS_X3_vs_X3H"
"GO:0042277","GO:0042277","peptide binding","8/144","317/18369",0.00357287716680241,0.0270517842629325,0.021043261508736,"1191/348/57214/335/3949/26232/3339/11015",8,"Downres_DEq_MS_X3_vs_X3H"
"GO:0008035","GO:0008035","high-density lipoprotein particle binding","2/144","12/18369",0.00382573225310124,0.0272912204722138,0.0212295160906,"5360/335",2,"Downres_DEq_MS_X3_vs_X3H"
"GO:0042301","GO:0042301","phosphate ion binding","2/144","12/18369",0.00382573225310124,0.0272912204722138,0.0212295160906,"113189/122622",2,"Downres_DEq_MS_X3_vs_X3H"
"GO:0008236","GO:0008236","serine-type peptidase activity","6/144","190/18369",0.00388224402349429,0.0272912204722138,0.0212295160906,"5340/5046/4057/716/5649/5648",6,"Downres_DEq_MS_X3_vs_X3H"
"GO:0016209","GO:0016209","antioxidant activity","4/144","82/18369",0.00394778660918817,0.0272912204722138,0.0212295160906,"348/3043/3046/3040",4,"Downres_DEq_MS_X3_vs_X3H"
"GO:0030020","GO:0030020","extracellular matrix structural constituent conferring tensile strength","3/144","41/18369",0.00404462040168594,0.0273137170623487,0.0212470159207281,"80781/1291/1292",3,"Downres_DEq_MS_X3_vs_X3H"
"GO:0038024","GO:0038024","cargo receptor activity","4/144","83/18369",0.0041228252169583,0.0273137170623487,0.0212470159207281,"7448/3959/3949/84171",4,"Downres_DEq_MS_X3_vs_X3H"
"GO:0017171","GO:0017171","serine hydrolase activity","6/144","194/18369",0.00429624502761172,0.0275756573120197,0.0214507761281848,"5340/5046/4057/716/5649/5648",6,"Downres_DEq_MS_X3_vs_X3H"
"GO:0033218","GO:0033218","amide binding","9/144","400/18369",0.00433579517484586,0.0275756573120197,0.0214507761281848,"1191/348/57214/5360/335/3949/26232/3339/11015",9,"Downres_DEq_MS_X3_vs_X3H"
"GO:0140104","GO:0140104","molecular carrier activity","4/144","88/18369",0.00507701254380297,0.031656666449595,0.0246253446397048,"1191/3043/3046/3040",4,"Downres_DEq_MS_X3_vs_X3H"
"GO:0004180","GO:0004180","carboxypeptidase activity","3/144","47/18369",0.00594575116516228,0.0363605552023385,0.0282844438018853,"1357/1369/1522",3,"Downres_DEq_MS_X3_vs_X3H"
"GO:0005044","GO:0005044","scavenger receptor activity","3/144","48/18369",0.00630618753942638,0.0378371252365583,0.029433050084711,"7448/3959/84171",3,"Downres_DEq_MS_X3_vs_X3H"
"GO:0043177","GO:0043177","organic acid binding","6/144","212/18369",0.00657286733761596,0.0386070510663935,0.0300319662383398,"3043/445/3046/3040/5947/375790",6,"Downres_DEq_MS_X3_vs_X3H"
"GO:0004175","GO:0004175","endopeptidase activity","9/144","428/18369",0.00667732015299258,0.0386070510663935,0.0300319662383398,"5340/5046/11093/4057/1522/84888/716/6386/5648",9,"Downres_DEq_MS_X3_vs_X3H"
"GO:0016755","GO:0016755","aminoacyltransferase activity","2/144","17/18369",0.00768371029832009,0.0436324977654605,0.0339412015057373,"7052/2162",2,"Downres_DEq_MS_X3_vs_X3H"
"GO:0008146","GO:0008146","sulfotransferase activity","3/144","52/18369",0.00787677549043293,0.0439441158939943,0.0341836055448151,"113189/9953/9514",3,"Downres_DEq_MS_X3_vs_X3H"
"GO:0034185","GO:0034185","apolipoprotein binding","2/144","18/18369",0.00860002978312156,0.0471518874315975,0.0366788929044205,"5340/3931",2,"Downres_DEq_MS_X3_vs_X3H"
"GO:0004620","GO:0004620","phospholipase activity","4/144","104/18369",0.00909632791716174,0.047923173014575,0.03727886679386,"147111/3931/27293/5320",4,"Downres_DEq_MS_X3_vs_X3H"
"GO:0051087","GO:0051087","chaperone binding","4/144","104/18369",0.00909632791716174,0.047923173014575,0.03727886679386,"2335/2244/1191/5340",4,"Downres_DEq_MS_X3_vs_X3H"
"GO:0004601","GO:0004601","peroxidase activity","3/144","55/18369",0.00919280991789016,0.047923173014575,0.03727886679386,"3043/3046/3040",3,"Downres_DEq_MS_X3_vs_X3H"
"GO:0005520","GO:0005520","insulin-like growth factor binding","2/144","19/18369",0.00956274284885448,0.0490476165473504,0.0381535580557012,"1490/3483",2,"Downres_DEq_MS_X3_vs_X3H"
